TYPE,CATEGORY,NAME,LATITUDE,LONGITUDE,ADDRESS,CITY,STATE,ZIP,COUNTY,desc,STRATEGIC VALUE,ECONOMIC IMPACT,PHYSICAL IMPACT,SYSTEMIC IMPACT,PHYSICAL IMPACT RADIUS (mi),ZIPS AFFECTED,OCCUPIED HOUSING UNITS,POPULATION AFFECTED,RAW_IMPACT
Substation,Electricity Generation,Unknown309380,32.51328089,-97.27573444,No address available,Burleson,TX,76028,Johnson County,This electricity substation services the city of Burleson and Johnson County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Border Steel,31.9656371,-106.5834668,No address available,Vinton,TX,79821,El Paso County,This electricity substation services the city of Vinton and El Paso County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[79821],[1540],6645,1
Substation,Electricity Generation,Unknown309393,34.15879488,-99.28645644,No address available,Vernon,TX,76384,Wilbarger County,This electricity substation services the city of Vernon and Wilbarger County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[76384],[5070],12304,1
Substation,Electricity Generation,Biggs,31.86412928,-106.3396099,No address available,Fort Bliss,TX,79916,El Paso County,This electricity substation services the city of Fort Bliss and El Paso County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[79908],[None],4753,1
Substation,Electricity Generation,Unknown309403,33.787587,-102.5196353,No address available,Coble,TX,79339,Lamb County,This electricity substation services the city of Coble and Hockley County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Waymark,30.99450592,-102.2915086,No address available,Iraan,TX,79744,Pecos County,This electricity substation services the city of Iraan and Pecos County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown309410,32.97054246,-97.14278283,No address available,Southlake,TX,76092,Tarrant County,This electricity substation services the city of Southlake and Tarrant County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[76092],[8223],31276,1
Substation,Electricity Generation,Unknown309416,32.88929407,-100.1213045,No address available,Hamlin,TX,79520,Jones County,This electricity substation services the city of Hamlin and Jones County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[79520],[950],2393,1
Substation,Electricity Generation,Unknown309420,26.46709788,-97.71543884,No address available,Raymondville,TX,78580,Willacy County,This electricity substation services the city of Raymondville and Willacy County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Crmwa #1,35.71031624,-101.5463342,No address available,Sanford,TX,79036,Hutchinson County,This electricity substation services the city of Sanford and Hutchinson County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown309443,33.20902644,-96.64975606,No address available,Mckinney,TX,75071,Collin County,This electricity substation services the city of Mckinney and Collin County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[75071],[11713],63828,1
Substation,Electricity Generation,Unknown309444,32.47199432,-98.64093192,No address available,Tiffin,TX,76470,Eastland County,This electricity substation services the city of Tiffin and Eastland County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[76470],[1265],3432,1
Substation,Electricity Generation,Unknown309448,33.71518728,-96.61256967,No address available,Denison,TX,75020,Grayson County,This electricity substation services the city of Denison and Grayson County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown309449,33.51860961,-101.8549093,No address available,Lubbock,TX,79423,Lubbock County,This electricity substation services the city of Lubbock and Lubbock County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[79412],[5537],15719,1
Substation,Electricity Generation,Unknown309461,29.97813988,-93.95242326,No address available,Port Neches,TX,77651,Jefferson County,This electricity substation services the city of Port Neches and Jefferson County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,"[77651, 77627]","[5171, 8670]",35430,1
Substation,Electricity Generation,Schertz,29.56361067,-98.2615013,No address available,Schertz,TX,78154,Guadalupe County,This electricity substation services the city of Schertz and Guadalupe County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,"[78154, 78108, 78148]","[11087, 9235, 8070]",107032,1
Substation,Electricity Generation,Unknown309471,26.18120884,-97.72329924,No address available,Harlingen,TX,78552,Cameron County,This electricity substation services the city of Harlingen and Cameron County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[78552],[11076],41382,1
Substation,Electricity Generation,Unknown309472,27.52866796,-98.11246154,No address available,Alice,TX,78332,Jim Wells County,This electricity substation services the city of Alice and Jim Wells County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,,,,1
Substation,Electricity Generation,Unknown309493,32.96299197,-97.67553535,No address available,Springtown,TX,76082,Parker County,This electricity substation services the city of Springtown and Parker County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[76082],[6228],22082,1
Substation,Electricity Generation,Unknown309499,32.52233987,-94.35171375,No address available,Marshall,TX,75672,Harrison County,This electricity substation services the city of Marshall and Harrison County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,[75670],[6000],18855,1
Substation,Electricity Generation,Montoya,31.87984777,-106.5858976,No address available,El Paso,TX,79932,El Paso County,This electricity substation services the city of El Paso and El Paso County. Substations are a critical intermediate component of the electric grid that transform voltage prior to transmission to the end user.,0,1,1,0,2.5,"[79932, 79835]","[8017, 3683]",40825,1
